id_startu	czas
650	87:57:07
651	86:49:16
653	89:13:06
654	89:19:29
655	89:12:26
656	86:22:33
657	87:56:09
659	88:53:26
660	88:49:47
661	87:57:01
662	88:08:34
663	89:30:29
664	87:13:10
665	86:55:10
666	87:47:40
667	88:04:43
669	89:42:44
670	86:28:51
671	87:46:28
672	89:41:26
673	87:57:03
675	89:29:00
676	87:02:50
678	89:28:01
679	86:33:42
680	88:29:49
682	89:00:11
683	88:40:49
684	89:02:11
685	86:12:22
686	89:16:09
687	89:56:30
688	87:57:38
689	88:11:05
690	87:50:19
691	89:17:09
692	88:39:34
693	89:01:59
694	86:23:51
695	89:27:34
696	89:55:39
697	89:21:03
698	87:36:43
699	88:30:41
700	87:37:47
701	89:19:32
702	89:43:52
703	86:18:27
705	89:26:37
706	88:48:07
707	89:12:22
708	89:44:04
709	88:03:30
710	88:44:09
711	89:06:42
712	89:27:27
713	89:45:47
714	89:52:18
715	89:34:54
716	87:43:18
717	89:57:48
718	89:56:22
719	88:38:11
720	86:41:16
721	86:15:42
722	87:56:11
723	87:40:05
724	89:50:35
725	89:46:59
727	89:42:57
728	86:23:05
729	89:20:56
730	87:04:47
733	86:54:48
734	89:41:29
737	88:22:27
738	87:09:08
740	89:29:33
741	88:06:33
742	88:24:13
744	88:42:31
746	86:45:26
747	89:26:37
748	86:30:58
749	89:41:42
750	89:29:20
751	89:50:56
752	89:32:08
753	88:49:59
754	89:24:09
755	89:22:41
756	87:47:13
757	87:50:36
758	89:32:26
759	90:21:50
760	89:16:22
761	89:05:25
762	89:15:47
763	90:31:14
764	89:18:40
765	87:45:51
769	87:54:42
770	87:52:41
771	88:03:17
772	89:56:43
773	89:25:28
774	87:50:28
775	88:39:28
776	90:04:00
778	89:33:42
779	91:01:45
781	90:03:48
782	89:32:32
783	87:51:13
786	89:53:45
787	89:07:06
788	88:06:33
789	90:12:43
791	90:56:21
793	88:33:24
795	90:12:42
798	89:59:33
800	89:48:26
802	87:41:06
803	88:34:31
804	90:33:28
805	90:26:21
806	89:16:59
807	90:30:11
808	89:13:24
809	89:51:02
810	90:39:26
813	91:29:32
815	89:00:10
816	90:30:11
817	91:14:48
818	89:33:25
819	90:28:13
820	89:15:31
821	89:27:17
822	89:34:40
824	90:43:44
825	90:16:01
826	89:41:19
827	89:52:18
828	87:54:20
829	89:02:39
831	90:30:49
832	90:52:03
833	91:17:18
834	91:31:51
835	90:52:58
837	90:16:31
838	88:20:30
840	91:32:23
841	90:16:37
842	89:27:15
843	90:58:42
844	89:54:30
845	90:53:07
846	90:20:51
847	87:34:47
848	89:27:21
849	91:03:23
850	91:13:35
851	87:38:08
852	90:01:30
853	88:55:36
854	88:29:39
856	87:45:02
857	90:22:52
858	90:28:39
859	90:43:49
860	90:00:16
861	90:47:53
862	90:29:51
863	90:54:23
864	88:43:13
866	90:37:44
867	89:30:17
869	89:46:23
872	89:12:44
875	89:03:19
878	90:41:14
879	91:13:11
880	90:31:08
881	89:22:18
882	88:13:03
883	88:21:39
884	89:17:26
886	90:08:01
887	90:55:11
888	87:52:04
889	90:51:25
890	89:45:04
891	90:21:38
893	88:51:39
896	89:40:30
897	91:06:11
898	88:40:26
901	88:17:13
902	88:44:06
903	88:11:50
906	89:26:30
907	89:56:49
908	90:28:22
910	90:59:55
911	91:02:15
912	91:03:43
913	90:51:54
914	90:21:01
915	90:43:16
916	89:22:01
917	88:00:14
918	90:27:58
919	87:51:20
920	90:52:31
921	89:38:42
922	89:13:28
923	90:38:25
924	89:57:56
925	89:09:20
927	88:50:08
928	88:51:16
930	89:48:36
931	89:47:09
932	90:47:53
934	90:32:45
935	90:15:34
936	88:39:57
937	89:59:22
938	90:32:07
939	90:39:17
940	90:41:42
941	90:32:16
943	91:24:59
944	90:25:18
945	89:52:17
947	90:58:31
948	90:29:00
950	91:02:36
951	91:01:30
952	90:33:02
953	91:15:24
955	83:56:40
957	86:30:26
959	87:25:27
960	84:36:21
961	86:41:23
962	87:35:29
963	87:40:14
964	86:35:31
965	87:11:55
966	86:19:51
968	86:53:43
969	87:06:41
970	86:50:07
971	87:15:20
972	87:57:01
974	87:03:52
975	85:24:46
976	87:28:47
977	86:19:55
978	88:01:06
979	87:59:58
981	88:01:58
982	85:26:54
983	86:41:45
984	86:50:41
985	86:03:51
986	85:56:43
987	85:17:19
988	86:36:14
990	85:35:37
991	84:38:26
992	84:32:31
993	85:55:33
994	85:59:39
995	86:56:19
996	84:59:23
997	84:20:18
998	86:11:49
999	85:21:02
1000	84:48:55
1001	86:51:33
1002	87:57:50
1003	85:09:22
1004	87:59:46
1005	85:41:30
1006	87:35:11
1007	87:20:56
1008	86:09:28
1010	88:21:32
1011	84:08:57
1012	86:50:16
1013	86:35:48
1017	88:18:26
1021	86:00:59
1022	87:34:28
1023	85:34:46
1024	84:53:46
1025	87:25:19
1026	86:11:46
1028	84:23:22
1030	87:43:51
1031	85:11:39
1032	84:42:40
1033	87:23:57
1034	87:21:08
1035	85:24:37
1036	84:03:07
1037	87:02:35
1038	85:33:20
1039	84:04:07
1041	87:35:38
1042	85:30:57
1043	84:23:31
1044	86:44:19
1045	84:01:44
1046	87:06:27
1047	87:46:30
1048	87:41:42
1049	87:04:06
1050	84:29:14
1051	87:17:46
1052	85:46:34
1053	85:39:21
1054	84:44:47
1055	85:33:07
1057	86:18:12
1058	88:04:39
1059	84:16:41
1060	86:30:35
1061	87:39:55
1062	87:20:34
1063	84:12:06
1064	85:55:39
1065	86:50:21
1066	84:51:14
1067	87:15:52
1069	85:37:15
1070	84:01:00
1071	86:30:45
1072	86:55:49
1074	86:05:53
1075	87:13:08
1077	86:03:41
1078	86:40:08
1079	86:22:05
1080	84:12:32
1081	85:56:18
1083	87:37:11
1084	87:27:59
1085	87:58:49
1087	86:24:59
1088	85:57:08
1089	84:41:48
1090	87:48:44
1091	85:00:21
1092	84:15:39
1093	87:02:05
1094	87:59:51
1095	87:55:54
1096	87:48:45
1097	87:42:10
1098	84:50:40
1099	86:59:32
1100	84:51:05
1101	87:50:35
1102	84:08:22
1103	85:46:22
1104	86:06:52
1105	84:18:19
1106	87:31:13
1107	87:33:46
1108	86:18:21
1110	86:02:08
1112	85:09:48
1113	87:11:05
1114	87:18:09
1115	84:14:19
1117	86:31:16
1118	86:37:02
1119	86:16:54
1120	87:54:04
1121	86:23:17
1122	87:56:59
1123	87:28:54
1124	88:00:07
1125	88:24:35
1126	87:20:03
1127	87:45:10
1128	87:37:35
1129	85:31:10
1130	87:45:42
1131	86:24:22
1132	88:06:48
1133	88:03:59
1135	84:53:13
1137	86:50:21
1138	86:44:43
1139	86:54:39
1140	86:35:35
1141	87:44:55
1144	86:56:25
1145	86:40:53
1146	86:33:08
1147	87:53:49
1148	87:08:18
1149	87:13:10
1150	85:49:41
1151	86:38:04
1152	85:36:45
1154	94:12:27
1155	93:29:29
1156	93:44:19
1157	90:45:37
1158	94:46:58
1159	91:00:14
1160	90:58:20
1162	90:08:46
1163	93:21:54
1164	90:46:36
1165	92:52:24
1166	93:54:59
1167	91:59:56
1168	93:37:33
1170	91:55:34
1171	92:44:23
1172	94:57:36
1173	94:10:52
1174	94:28:49
1177	93:42:31
1179	90:35:47
1181	93:39:52
1183	92:16:59
1184	94:25:35
1185	93:35:39
1186	91:57:51
1187	91:16:59
1188	94:00:59
1189	89:59:06
1190	91:53:56
1191	93:38:34
1192	94:21:39
1193	94:21:13
1194	90:51:17
1195	92:30:46
1196	94:41:54
1197	93:20:10
1198	92:51:58
1199	93:51:58
1200	92:34:00
1202	94:28:20
1203	93:20:22
1204	95:02:52
1205	94:00:27
1206	95:09:46
1207	90:20:21
1208	93:40:30
1210	90:37:21
1211	94:23:27
1212	91:58:08
1213	90:17:17
1214	93:45:00
1215	94:00:15
1217	91:05:34
1218	92:48:09
1219	91:21:01
1220	92:24:41
1221	94:43:53
1222	94:38:09
1223	93:38:10
1224	93:38:02
1225	90:06:43
1226	90:10:32
1227	92:51:06
1228	93:37:10
1229	90:57:06
1230	93:25:29
1231	93:41:29
1232	92:54:53
1233	94:03:06
1236	94:29:03
1237	94:17:49
1238	92:41:05
1239	94:33:35
1240	94:36:48
1241	92:48:26
1242	93:07:46
1243	95:05:33
1244	93:57:29
1245	93:37:58
1246	94:05:48
1248	91:47:06
1249	96:01:30
1250	94:41:34
1251	94:52:29
1253	95:11:04
1254	92:20:24
1255	90:43:37
1257	93:29:42
1259	92:28:12
1261	94:59:35
1262	94:59:03
1263	94:38:46
1264	91:32:33
1265	93:13:47
1266	93:43:28
1267	90:07:21
1268	92:48:34
1270	90:33:07
1271	93:22:47
1273	91:28:30
1274	94:44:00
1275	92:53:24
1277	93:51:45
1278	94:40:27
1279	90:10:30
1281	94:47:46
1282	92:18:19
1283	92:57:47
1284	92:08:49
1285	91:51:42
1286	91:55:40
1287	91:18:44
1288	90:22:13
1289	92:54:33
1290	93:43:51
1291	91:07:53
1292	94:18:17
1293	93:45:41
1294	93:24:52
1295	93:07:18
1296	92:07:44
1297	90:24:54
1298	93:41:04
1300	92:52:50
1301	93:42:43
1304	93:45:43
1305	90:17:03
1307	93:18:40
1309	93:46:22
1310	91:35:58
1311	92:33:28
1312	94:57:26
1313	93:46:02
1314	93:34:07
1316	93:04:57
1317	93:54:44
1318	94:05:05
1320	92:55:18
1321	94:04:19
1322	94:21:58
1325	91:47:19
1326	93:11:16
1329	94:32:51
1330	92:50:52
1331	93:26:58
1332	91:37:33
1333	90:13:38
1334	93:06:24
1336	94:44:10
1337	92:57:06
1338	93:07:09
1339	94:06:40
1340	94:39:12
1341	92:31:54
1342	90:43:05
1343	93:57:14
1344	93:19:54
1345	94:44:10
1346	94:29:58
1347	94:23:21
1348	92:52:26
1349	94:45:34
1350	93:43:46
1351	84:54:50
1353	86:11:37
1354	87:24:20
1355	88:47:26
1356	86:11:12
1357	86:51:17
1359	87:49:23
1360	87:21:24
1361	85:02:14
1362	86:02:50
1363	85:51:14
1365	89:02:27
1366	87:34:33
1368	86:14:43
1369	85:25:06
1371	89:43:13
1372	88:51:42
1373	88:29:11
1374	87:39:36
1376	88:18:26
1377	88:29:22
1378	84:46:14
1380	87:39:23
1381	86:58:58
1382	87:02:19
1383	86:40:22
1384	88:50:59
1385	88:45:51
1386	85:17:53
1387	84:56:02
1390	85:49:05
1391	86:21:20
1392	86:42:27
1393	87:01:09
1394	88:47:29
1396	84:47:26
1397	87:17:28
1398	86:12:19
1400	88:33:28
1401	87:26:20
1402	86:27:48
1403	88:23:42
1404	84:51:39
1406	87:12:46
1407	88:13:48
1408	88:08:28
1409	88:39:35
1410	85:09:04
1411	87:17:27
1413	87:23:31
1414	86:26:58
1415	86:43:11
1416	87:34:16
1417	89:02:20
1418	88:49:42
1419	88:31:32
1421	89:11:06
1422	88:45:53
1423	88:25:57
1424	85:17:29
1425	88:21:54
1426	87:43:19
1428	86:44:28
1429	88:00:28
1431	88:51:44
1432	86:22:21
1433	88:03:17
1434	89:08:34
1435	88:45:18
1437	88:47:20
1438	87:18:44
1439	87:40:45
1443	89:11:17
1445	89:12:47
1446	89:34:22
1447	89:01:34
1448	87:02:50
1449	88:02:18
1451	88:58:19
1452	88:07:31
1455	88:16:27
1456	88:37:13
1457	86:54:34
1458	88:36:46
1459	85:03:44
1460	88:28:50
1461	86:38:05
1462	88:51:10
1463	89:26:26
1464	87:43:33
1465	86:37:46
1466	88:04:38
1467	87:00:22
1468	84:57:01
1469	87:50:21
1470	86:07:41
1471	89:13:01
1472	87:51:06
1473	87:16:26
1474	88:04:57
1475	88:40:33
1476	88:17:29
1477	85:01:28
1478	88:43:03
1480	89:07:45
1482	88:05:58
1483	86:19:35
1484	88:15:14
1485	87:23:04
1487	88:38:31
1488	89:19:35
1489	87:48:28
1490	87:01:46
1491	86:24:36
1492	88:44:34
1493	88:40:39
1494	87:49:25
1495	85:08:20
1498	86:50:51
1499	87:37:58
1501	86:49:51
1502	89:00:54
1503	89:04:54
1505	88:28:56
1506	88:45:24
1507	86:56:26
1508	87:29:48
1509	88:50:20
1510	88:06:07
1511	88:41:49
1512	89:27:41
1513	85:01:53
1514	89:23:50
1515	87:15:42
1516	87:19:56
1518	88:13:01
1519	87:44:44
1520	85:55:22
1521	87:20:52
1523	86:13:10
1525	87:55:01
1527	88:24:20
1528	88:54:01
1530	88:11:07
1532	88:56:46
1533	87:57:42
1534	87:09:08
1535	88:09:25
1536	88:39:27
1537	88:48:20
1538	87:52:02
1539	88:01:15
1540	87:54:16
1541	87:58:37
1542	89:18:46
1543	87:04:30
1544	88:07:44
1545	87:56:50
1547	85:17:17
1548	87:02:29
1549	89:04:48
1550	89:23:39
1551	92:43:29
1552	90:37:07
1553	89:43:18
1554	90:11:45
1555	93:32:37
1556	93:36:22
1557	89:33:19
1558	89:09:09
1559	89:11:04
1560	91:55:11
1561	92:51:30
1564	91:14:37
1565	90:25:48
1566	92:09:41
1567	89:24:08
1568	90:24:47
1569	91:22:04
1570	92:19:19
1571	90:08:47
1572	91:46:40
1573	90:51:24
1574	91:15:13
1575	92:03:00
1577	92:31:57
1578	93:35:18
1579	93:34:26
1580	91:32:54
1581	89:11:59
1582	90:09:13
1583	93:26:53
1584	92:06:10
1585	89:08:53
1586	91:18:35
1587	91:32:33
1588	93:12:56
1589	91:45:53
1590	91:54:37
1591	93:28:30
1592	90:30:02
1593	89:47:16
1594	90:29:26
1595	91:22:53
1596	93:35:22
1597	92:31:07
1598	92:38:17
1599	92:55:31
1600	92:44:50
1601	93:36:57
1602	93:21:41
1603	89:18:01
1605	93:03:05
1606	93:08:32
1607	90:32:27
1608	91:12:10
1609	92:38:17
1611	89:57:54
1613	89:43:45
1614	92:03:36
1615	91:48:49
1616	93:22:20
1617	92:33:21
1618	94:00:01
1619	92:16:16
1620	89:43:47
1621	89:35:30
1623	93:08:32
1624	93:13:10
1625	93:32:49
1627	93:14:28
1628	92:14:07
1629	92:28:03
1630	89:10:05
1631	93:02:37
1632	92:25:10
1633	89:53:11
1635	91:11:24
1636	92:05:42
1637	91:11:01
1638	90:16:54
1640	93:09:15
1641	92:52:17
1642	93:21:51
1643	93:55:55
1644	93:01:18
1645	91:05:26
1647	92:18:55
1648	89:57:02
1649	93:08:04
1650	93:29:12
1652	91:52:20
1653	91:30:33
1654	93:26:29
1655	91:58:10
1656	93:32:59
1658	93:11:06
1660	90:43:18
1662	89:29:47
1663	91:48:39
1664	92:32:03
1665	92:06:58
1666	89:52:28
1668	92:24:32
1669	93:11:11
1670	94:22:02
1671	91:00:16
1672	91:51:20
1673	93:33:21
1674	92:41:13
1675	89:11:46
1676	93:39:33
1677	93:36:28
1678	93:29:12
1679	91:52:50
1682	93:12:55
1683	90:01:21
1684	91:16:30
1685	93:01:54
1686	93:17:41
1687	93:44:25
1688	91:20:04
1689	92:28:05
1690	89:11:46
1691	92:43:05
1692	91:23:12
1693	93:13:55
1694	94:06:06
1695	91:03:33
1697	91:56:11
1698	92:39:14
1699	93:34:10
1700	93:10:10
1701	93:45:12
1702	92:56:45
1703	91:07:41
1704	92:49:42
1705	93:34:50
1706	91:44:05
1707	93:37:13
1708	92:13:59
1710	92:07:23
1711	93:39:54
1712	91:04:57
1713	93:21:45
1714	89:11:52
1716	93:26:50
1717	93:31:27
1718	93:02:46
1719	92:57:38
1722	93:03:24
1723	92:47:30
1724	92:23:02
1725	93:34:35
1726	93:18:37
1727	91:26:05
1728	93:23:03
1730	93:13:52
1731	92:56:43
1732	93:15:21
1733	90:55:39
1734	93:02:58
1735	92:52:28
1736	91:57:58
1737	89:09:30
1738	91:33:15
1739	93:43:15
1740	92:25:57
1741	91:55:37
1742	93:27:49
1743	93:55:02
1744	92:29:24
1745	92:17:40
1746	92:44:57
1747	86:20:55
1748	87:37:27
1749	89:42:10
1750	90:16:26
1751	88:38:43
1752	86:23:16
1753	86:46:23
1754	90:56:47
1756	86:23:15
1757	87:10:59
1758	88:56:28
1759	87:42:11
1760	87:59:28
1761	88:24:19
1762	87:39:40
1763	88:48:57
1764	86:45:33
1765	86:36:23
1766	89:17:38
1767	89:34:39
1768	86:58:42
1769	88:43:39
1770	89:21:16
1771	89:27:00
1772	89:38:48
1774	86:29:44
1775	88:59:28
1776	89:56:09
1778	90:20:01
1779	90:08:05
1780	86:58:38
1781	88:22:25
1782	88:27:25
1784	86:35:43
1785	89:28:20
1786	89:10:12
1787	87:52:57
1788	87:53:30
1789	89:02:49
1790	88:40:09
1791	89:14:46
1792	86:24:00
1795	89:53:09
1796	89:45:37
1797	89:25:06
1798	89:00:05
1799	88:46:31
1800	88:20:04
1801	86:29:15
1802	88:11:26
1803	89:41:54
1804	88:25:48
1805	90:02:47
1806	89:26:48
1808	89:15:43
1809	88:06:18
1811	90:27:10
1815	90:38:16
1816	87:56:50
1819	88:48:29
1820	89:27:50
1822	90:26:12
1823	89:17:52
1824	88:22:54
1825	88:43:21
1826	87:20:53
1827	86:27:09
1829	89:09:07
1830	90:14:05
1831	90:31:13
1832	89:51:49
1833	87:00:31
1835	89:37:23
1836	90:41:11
1838	89:36:08
1839	88:27:52
1841	86:25:37
1842	90:31:20
1843	89:33:07
1845	90:13:49
1847	89:47:53
1848	86:54:16
1849	90:06:52
1851	89:26:08
1852	89:14:37
1854	90:47:38
1855	89:31:13
1856	90:34:45
1857	90:24:40
1858	87:46:20
1859	90:06:35
1860	89:04:56
1861	89:04:31
1862	89:26:47
1863	90:16:43
1864	90:23:49
1865	89:57:59
1866	87:02:59
1867	88:26:31
1868	87:03:34
1869	89:43:26
1870	90:08:15
1873	88:57:31
1874	89:15:49
1875	86:30:20
1876	90:14:33
1877	88:49:52
1878	90:22:49
1879	88:55:51
1880	90:04:47
1881	90:37:16
1882	90:12:24
1883	90:45:56
1884	89:06:06
1885	90:07:42
1886	90:04:40
1887	88:36:23
1888	87:36:21
1889	90:40:12
1890	89:50:16
1893	90:36:57
1894	90:53:16
1895	89:15:09
1896	88:05:36
1899	90:46:07
1900	89:19:46
1901	90:14:03
1902	87:56:11
1903	87:25:17
1904	90:08:03
1905	90:02:29
1906	89:36:35
1907	88:54:19
1908	89:18:00
1909	88:32:49
1910	89:18:51
1911	89:43:55
1912	88:18:47
1913	89:16:22
1914	90:39:10
1915	88:24:22
1916	86:21:49
1917	89:08:06
1919	89:39:11
1920	90:16:24
1921	90:39:36
1922	88:21:33
1924	89:57:17
1925	89:03:10
1926	89:53:01
1927	87:14:47
1928	90:07:31
1929	87:54:57
1930	88:09:06
1931	89:41:45
1932	90:12:13
1933	90:00:19
1934	90:20:43
1935	89:30:33
1937	88:34:18
1938	86:57:41
1939	89:16:08
1940	87:33:46
1941	88:18:24
1942	90:00:40
1943	88:52:00
1944	89:34:05
