IdEwidencji;IdUcznia;Wejscie;Wyjscie
158;221;2022-04-04 07:31:00;2022-04-04 14:39:00
159;104;2022-04-04 07:33:00;2022-04-04 15:29:00
160;223;2022-04-04 07:33:00;2022-04-04 15:29:00
161;49;2022-04-04 07:33:00;2022-04-04 15:41:00
162;222;2022-04-04 07:33:00;2022-04-04 15:41:00
163;110;2022-04-04 07:34:00;2022-04-04 14:22:00
164;224;2022-04-04 07:34:00;2022-04-04 14:22:00
165;26;2022-04-04 07:35:00;2022-04-04 14:33:00
166;393;2022-04-04 07:35:00;2022-04-04 14:33:00
167;98;2022-04-04 07:35:00;2022-04-04 15:36:00
168;226;2022-04-04 07:35:00;2022-04-04 15:36:00
169;1;2022-04-04 07:36:00;2022-04-04 15:15:00
170;227;2022-04-04 07:36:00;2022-04-04 15:15:00
171;54;2022-04-04 07:36:00;2022-04-04 15:51:00
172;228;2022-04-04 07:36:00;2022-04-04 15:51:00
173;3;2022-04-04 07:37:00;2022-04-04 15:50:00
174;229;2022-04-04 07:37:00;2022-04-04 15:50:00
175;4;2022-04-04 07:38:00;2022-04-04 15:17:00
176;230;2022-04-04 07:38:00;2022-04-04 15:17:00
177;28;2022-04-04 07:43:00;2022-04-04 15:16:00
178;231;2022-04-04 07:43:00;2022-04-04 15:16:00
179;99;2022-04-04 07:44:00;2022-04-04 15:32:00
180;232;2022-04-04 07:44:00;2022-04-04 15:32:00
181;43;2022-04-04 07:47:00;2022-04-04 14:30:00
182;233;2022-04-04 07:47:00;2022-04-04 14:30:00
183;92;2022-04-04 07:50:00;2022-04-04 14:13:00
184;234;2022-04-04 07:50:00;2022-04-04 14:13:00
185;244;2022-04-04 07:50:00;2022-04-04 14:13:00
186;267;2022-04-04 07:50:00;2022-04-04 14:13:00
187;297;2022-04-04 07:50:00;2022-04-04 14:13:00
188;101;2022-04-04 07:50:00;2022-04-04 15:13:00
189;235;2022-04-04 07:50:00;2022-04-04 15:13:00
190;245;2022-04-04 07:50:00;2022-04-04 15:13:00
191;268;2022-04-04 07:50:00;2022-04-04 15:13:00
192;298;2022-04-04 07:50:00;2022-04-04 15:13:00
193;42;2022-04-04 07:53:00;2022-04-04 15:27:00
194;236;2022-04-04 07:53:00;2022-04-04 15:27:00
195;246;2022-04-04 07:53:00;2022-04-04 15:27:00
196;390;2022-04-04 07:53:00;2022-04-04 15:27:00
197;299;2022-04-04 07:53:00;2022-04-04 15:27:00
198;76;2022-04-04 07:53:00;2022-04-04 15:52:00
199;237;2022-04-04 07:53:00;2022-04-04 15:52:00
200;247;2022-04-04 07:53:00;2022-04-04 15:52:00
201;270;2022-04-04 07:53:00;2022-04-04 15:52:00
202;300;2022-04-04 07:53:00;2022-04-04 15:52:00
203;91;2022-04-04 07:54:00;2022-04-04 15:25:00
204;238;2022-04-04 07:54:00;2022-04-04 15:25:00
205;248;2022-04-04 07:54:00;2022-04-04 15:25:00
206;271;2022-04-04 07:54:00;2022-04-04 15:25:00
207;301;2022-04-04 07:54:00;2022-04-04 15:25:00
208;62;2022-04-04 07:56:00;2022-04-04 15:30:00
209;239;2022-04-04 07:56:00;2022-04-04 15:30:00
210;249;2022-04-04 07:56:00;2022-04-04 15:30:00
211;272;2022-04-04 07:56:00;2022-04-04 15:30:00
212;302;2022-04-04 07:56:00;2022-04-04 15:30:00
213;47;2022-04-04 07:57:00;2022-04-04 14:31:00
214;240;2022-04-04 07:57:00;2022-04-04 14:31:00
215;250;2022-04-04 07:57:00;2022-04-04 14:31:00
216;273;2022-04-04 07:57:00;2022-04-04 14:31:00
217;303;2022-04-04 07:57:00;2022-04-04 14:31:00
218;119;2022-04-04 07:57:00;2022-04-04 15:44:00
219;241;2022-04-04 07:57:00;2022-04-04 15:44:00
220;251;2022-04-04 07:57:00;2022-04-04 15:44:00
221;274;2022-04-04 07:57:00;2022-04-04 15:44:00
222;304;2022-04-04 07:57:00;2022-04-04 15:44:00
223;58;2022-04-04 07:58:00;2022-04-04 14:19:00
224;243;2022-04-04 07:58:00;2022-04-04 14:19:00
225;253;2022-04-04 07:58:00;2022-04-04 14:19:00
226;276;2022-04-04 07:58:00;2022-04-04 14:19:00
227;46;2022-04-04 07:58:00;2022-04-04 15:56:00
228;242;2022-04-04 07:58:00;2022-04-04 15:56:00
229;252;2022-04-04 07:58:00;2022-04-04 15:56:00
230;391;2022-04-04 07:58:00;2022-04-04 15:56:00
231;31;2022-04-04 07:59:00;2022-04-04 14:23:00
232;254;2022-04-04 07:59:00;2022-04-04 14:23:00
233;277;2022-04-04 07:59:00;2022-04-04 14:23:00
234;83;2022-04-04 08:01:00;2022-04-04 14:46:00
235;257;2022-04-04 08:01:00;2022-04-04 14:46:00
236;280;2022-04-04 08:01:00;2022-04-04 14:46:00
237;60;2022-04-04 08:01:00;2022-04-04 14:53:00
238;256;2022-04-04 08:01:00;2022-04-04 14:53:00
239;279;2022-04-04 08:01:00;2022-04-04 14:53:00
240;84;2022-04-04 08:01:00;2022-04-04 15:21:00
241;258;2022-04-04 08:01:00;2022-04-04 15:21:00
242;281;2022-04-04 08:01:00;2022-04-04 15:21:00
243;11;2022-04-04 08:01:00;2022-04-04 15:38:00
244;255;2022-04-04 08:01:00;2022-04-04 15:38:00
245;278;2022-04-04 08:01:00;2022-04-04 15:38:00
246;115;2022-04-04 08:02:00;2022-04-04 14:57:00
247;148;2022-04-04 08:02:00;2022-04-04 14:57:00
248;171;2022-04-04 08:02:00;2022-04-04 14:57:00
249;187;2022-04-04 08:02:00;2022-04-04 14:57:00
250;260;2022-04-04 08:02:00;2022-04-04 14:57:00
251;283;2022-04-04 08:02:00;2022-04-04 14:57:00
252;290;2022-04-04 08:02:00;2022-04-04 14:57:00
253;45;2022-04-04 08:02:00;2022-04-04 15:35:00
254;259;2022-04-04 08:02:00;2022-04-04 15:35:00
255;282;2022-04-04 08:02:00;2022-04-04 15:35:00
256;120;2022-04-04 08:02:00;2022-04-04 15:55:00
257;149;2022-04-04 08:02:00;2022-04-04 15:55:00
258;172;2022-04-04 08:02:00;2022-04-04 15:55:00
259;188;2022-04-04 08:02:00;2022-04-04 15:55:00
260;261;2022-04-04 08:02:00;2022-04-04 15:55:00
261;284;2022-04-04 08:02:00;2022-04-04 15:55:00
262;291;2022-04-04 08:02:00;2022-04-04 15:55:00
263;80;2022-04-04 08:03:00;2022-04-04 14:33:00
264;151;2022-04-04 08:03:00;2022-04-04 14:33:00
265;174;2022-04-04 08:03:00;2022-04-04 14:33:00
266;190;2022-04-04 08:03:00;2022-04-04 14:33:00
267;263;2022-04-04 08:03:00;2022-04-04 14:33:00
268;286;2022-04-04 08:03:00;2022-04-04 14:33:00
269;293;2022-04-04 08:03:00;2022-04-04 14:33:00
270;106;2022-04-04 08:03:00;2022-04-04 15:17:00
271;152;2022-04-04 08:03:00;2022-04-04 15:17:00
272;175;2022-04-04 08:03:00;2022-04-04 15:17:00
273;191;2022-04-04 08:03:00;2022-04-04 15:17:00
274;264;2022-04-04 08:03:00;2022-04-04 15:17:00
275;287;2022-04-04 08:03:00;2022-04-04 15:17:00
276;294;2022-04-04 08:03:00;2022-04-04 15:17:00
277;79;2022-04-04 08:03:00;2022-04-04 15:29:00
278;150;2022-04-04 08:03:00;2022-04-04 15:29:00
279;173;2022-04-04 08:03:00;2022-04-04 15:29:00
280;189;2022-04-04 08:03:00;2022-04-04 15:29:00
281;262;2022-04-04 08:03:00;2022-04-04 15:29:00
282;392;2022-04-04 08:03:00;2022-04-04 15:29:00
283;292;2022-04-04 08:03:00;2022-04-04 15:29:00
284;19;2022-04-04 08:04:00;2022-04-04 14:40:00
285;153;2022-04-04 08:04:00;2022-04-04 14:40:00
286;176;2022-04-04 08:04:00;2022-04-04 14:40:00
287;192;2022-04-04 08:04:00;2022-04-04 14:40:00
288;265;2022-04-04 08:04:00;2022-04-04 14:40:00
289;288;2022-04-04 08:04:00;2022-04-04 14:40:00
290;295;2022-04-04 08:04:00;2022-04-04 14:40:00
291;305;2022-04-04 08:04:00;2022-04-04 14:40:00
292;330;2022-04-04 08:04:00;2022-04-04 14:40:00
293;387;2022-04-04 08:04:00;2022-04-04 14:40:00
294;118;2022-04-04 08:04:00;2022-04-04 14:53:00
295;154;2022-04-04 08:04:00;2022-04-04 14:53:00
296;177;2022-04-04 08:04:00;2022-04-04 14:53:00
297;193;2022-04-04 08:04:00;2022-04-04 14:53:00
298;266;2022-04-04 08:04:00;2022-04-04 14:53:00
299;289;2022-04-04 08:04:00;2022-04-04 14:53:00
300;389;2022-04-04 08:04:00;2022-04-04 14:53:00
301;306;2022-04-04 08:04:00;2022-04-04 14:53:00
302;331;2022-04-04 08:04:00;2022-04-04 14:53:00
303;356;2022-04-04 08:04:00;2022-04-04 14:53:00
304;14;2022-04-04 08:05:00;2022-04-04 15:28:00
305;155;2022-04-04 08:05:00;2022-04-04 15:28:00
306;178;2022-04-04 08:05:00;2022-04-04 15:28:00
307;194;2022-04-04 08:05:00;2022-04-04 15:28:00
308;307;2022-04-04 08:05:00;2022-04-04 15:28:00
309;332;2022-04-04 08:05:00;2022-04-04 15:28:00
310;357;2022-04-04 08:05:00;2022-04-04 15:28:00
311;17;2022-04-04 08:05:00;2022-04-04 15:51:00
312;156;2022-04-04 08:05:00;2022-04-04 15:51:00
313;179;2022-04-04 08:05:00;2022-04-04 15:51:00
314;195;2022-04-04 08:05:00;2022-04-04 15:51:00
315;308;2022-04-04 08:05:00;2022-04-04 15:51:00
316;333;2022-04-04 08:05:00;2022-04-04 15:51:00
317;358;2022-04-04 08:05:00;2022-04-04 15:51:00
318;96;2022-04-04 08:07:00;2022-04-04 14:38:00
319;157;2022-04-04 08:07:00;2022-04-04 14:38:00
320;180;2022-04-04 08:07:00;2022-04-04 14:38:00
321;196;2022-04-04 08:07:00;2022-04-04 14:38:00
322;309;2022-04-04 08:07:00;2022-04-04 14:38:00
323;334;2022-04-04 08:07:00;2022-04-04 14:38:00
324;359;2022-04-04 08:07:00;2022-04-04 14:38:00
325;103;2022-04-04 08:08:00;2022-04-04 15:46:00
326;158;2022-04-04 08:08:00;2022-04-04 15:46:00
327;81;2022-04-04 08:09:00;2022-04-04 14:31:00
328;159;2022-04-04 08:09:00;2022-04-04 14:31:00
329;59;2022-04-04 08:11:00;2022-04-04 15:18:00
330;160;2022-04-04 08:11:00;2022-04-04 15:18:00
331;63;2022-04-04 08:12:00;2022-04-04 14:46:00
332;161;2022-04-04 08:12:00;2022-04-04 14:46:00
333;97;2022-04-04 08:12:00;2022-04-04 15:13:00
334;162;2022-04-04 08:12:00;2022-04-04 15:13:00
335;93;2022-04-04 08:17:00;2022-04-04 14:16:00
336;163;2022-04-04 08:17:00;2022-04-04 14:16:00
337;114;2022-04-04 08:19:00;2022-04-04 14:41:00
338;27;2022-04-04 08:19:00;2022-04-04 15:18:00
339;164;2022-04-04 08:19:00;2022-04-04 15:18:00
340;13;2022-04-04 08:21:00;2022-04-04 15:52:00
341;111;2022-04-04 08:22:00;2022-04-04 15:41:00
342;116;2022-04-04 08:25:00;2022-04-04 15:58:00
343;65;2022-04-04 08:26:00;2022-04-04 15:42:00
344;51;2022-04-04 08:27:00;2022-04-04 14:51:00
345;52;2022-04-04 08:27:00;2022-04-04 15:12:00
346;22;2022-04-04 08:27:00;2022-04-04 15:19:00
347;25;2022-04-04 08:28:00;2022-04-04 14:19:00
348;10;2022-04-04 08:28:00;2022-04-04 14:29:00
349;44;2022-04-04 08:31:00;2022-04-04 14:47:00
350;100;2022-04-04 08:31:00;2022-04-04 14:58:00
351;12;2022-04-04 08:31:00;2022-04-04 15:46:00
352;32;2022-04-04 08:32:00;2022-04-04 14:56:00
353;66;2022-04-04 08:32:00;2022-04-04 15:29:00
354;53;2022-04-04 08:33:00;2022-04-04 14:57:00
355;67;2022-04-04 08:33:00;2022-04-04 15:12:00
356;2;2022-04-04 08:34:00;2022-04-04 14:45:00
357;37;2022-04-04 08:34:00;2022-04-04 15:12:00
358;64;2022-04-04 08:35:00;2022-04-04 14:44:00
359;70;2022-04-04 08:37:00;2022-04-04 14:52:00
360;39;2022-04-04 08:40:00;2022-04-04 14:35:00
361;33;2022-04-04 08:43:00;2022-04-04 14:14:00
362;74;2022-04-04 08:44:00;2022-04-04 14:33:00
363;6;2022-04-04 08:44:00;2022-04-04 15:20:00
364;34;2022-04-04 08:44:00;2022-04-04 15:58:00
365;30;2022-04-04 08:46:00;2022-04-04 14:49:00
366;7;2022-04-04 08:47:00;2022-04-04 15:29:00
367;68;2022-04-04 08:49:00;2022-04-04 14:17:00
368;36;2022-04-04 08:49:00;2022-04-04 14:36:00
369;108;2022-04-04 08:51:00;2022-04-04 14:28:00
370;61;2022-04-04 08:52:00;2022-04-04 15:39:00
371;41;2022-04-04 08:54:00;2022-04-04 14:32:00
372;318;2022-04-05 07:04:00;2022-04-05 15:54:00
373;281;2022-04-05 07:04:00;2022-04-05 15:54:00
374;317;2022-04-05 07:12:00;2022-04-05 15:21:00
375;280;2022-04-05 07:12:00;2022-04-05 15:21:00
376;315;2022-04-05 07:13:00;2022-04-05 15:16:00
377;278;2022-04-05 07:13:00;2022-04-05 15:16:00
378;316;2022-04-05 07:13:00;2022-04-05 15:22:00
379;279;2022-04-05 07:13:00;2022-04-05 15:22:00
380;313;2022-04-05 07:15:00;2022-04-05 14:14:00
381;276;2022-04-05 07:15:00;2022-04-05 14:14:00
382;203;2022-04-05 07:15:00;2022-04-05 14:14:00
383;173;2022-04-05 07:15:00;2022-04-05 14:14:00
384;143;2022-04-05 07:15:00;2022-04-05 14:14:00
385;314;2022-04-05 07:15:00;2022-04-05 15:31:00
386;277;2022-04-05 07:15:00;2022-04-05 15:31:00
387;204;2022-04-05 07:15:00;2022-04-05 15:31:00
388;174;2022-04-05 07:15:00;2022-04-05 15:31:00
389;144;2022-04-05 07:15:00;2022-04-05 15:31:00
390;311;2022-04-05 07:18:00;2022-04-05 15:12:00
391;274;2022-04-05 07:18:00;2022-04-05 15:12:00
392;201;2022-04-05 07:18:00;2022-04-05 15:12:00
393;171;2022-04-05 07:18:00;2022-04-05 15:12:00
394;141;2022-04-05 07:18:00;2022-04-05 15:12:00
395;74;2022-04-05 07:18:00;2022-04-05 15:12:00
396;312;2022-04-05 07:18:00;2022-04-05 15:27:00
397;275;2022-04-05 07:18:00;2022-04-05 15:27:00
398;202;2022-04-05 07:18:00;2022-04-05 15:27:00
399;172;2022-04-05 07:18:00;2022-04-05 15:27:00
400;142;2022-04-05 07:18:00;2022-04-05 15:27:00
401;27;2022-04-05 07:18:00;2022-04-05 15:27:00
402;310;2022-04-05 07:18:00;2022-04-05 15:36:00
403;273;2022-04-05 07:18:00;2022-04-05 15:36:00
404;200;2022-04-05 07:18:00;2022-04-05 15:36:00
405;170;2022-04-05 07:18:00;2022-04-05 15:36:00
406;140;2022-04-05 07:18:00;2022-04-05 15:36:00
407;103;2022-04-05 07:18:00;2022-04-05 15:36:00
408;309;2022-04-05 07:19:00;2022-04-05 14:36:00
409;272;2022-04-05 07:19:00;2022-04-05 14:36:00
410;199;2022-04-05 07:19:00;2022-04-05 14:36:00
411;169;2022-04-05 07:19:00;2022-04-05 14:36:00
412;139;2022-04-05 07:19:00;2022-04-05 14:36:00
413;21;2022-04-05 07:19:00;2022-04-05 14:36:00
414;308;2022-04-05 07:19:00;2022-04-05 14:54:00
415;271;2022-04-05 07:19:00;2022-04-05 14:54:00
416;198;2022-04-05 07:19:00;2022-04-05 14:54:00
417;168;2022-04-05 07:19:00;2022-04-05 14:54:00
418;138;2022-04-05 07:19:00;2022-04-05 14:54:00
419;90;2022-04-05 07:19:00;2022-04-05 14:54:00
420;306;2022-04-05 07:21:00;2022-04-05 15:22:00
421;269;2022-04-05 07:21:00;2022-04-05 15:22:00
422;196;2022-04-05 07:21:00;2022-04-05 15:22:00
423;166;2022-04-05 07:21:00;2022-04-05 15:22:00
424;136;2022-04-05 07:21:00;2022-04-05 15:22:00
425;64;2022-04-05 07:21:00;2022-04-05 15:22:00
426;307;2022-04-05 07:21:00;2022-04-05 15:58:00
427;270;2022-04-05 07:21:00;2022-04-05 15:58:00
428;197;2022-04-05 07:21:00;2022-04-05 15:58:00
429;167;2022-04-05 07:21:00;2022-04-05 15:58:00
430;137;2022-04-05 07:21:00;2022-04-05 15:58:00
431;44;2022-04-05 07:21:00;2022-04-05 15:58:00
432;305;2022-04-05 07:22:00;2022-04-05 15:24:00
433;268;2022-04-05 07:22:00;2022-04-05 15:24:00
434;195;2022-04-05 07:22:00;2022-04-05 15:24:00
435;165;2022-04-05 07:22:00;2022-04-05 15:24:00
436;135;2022-04-05 07:22:00;2022-04-05 15:24:00
437;11;2022-04-05 07:22:00;2022-04-05 15:24:00
438;304;2022-04-05 07:23:00;2022-04-05 14:15:00
439;267;2022-04-05 07:23:00;2022-04-05 14:15:00
440;194;2022-04-05 07:23:00;2022-04-05 14:15:00
441;164;2022-04-05 07:23:00;2022-04-05 14:15:00
442;134;2022-04-05 07:23:00;2022-04-05 14:15:00
443;3;2022-04-05 07:23:00;2022-04-05 14:15:00
444;303;2022-04-05 07:23:00;2022-04-05 15:55:00
445;266;2022-04-05 07:23:00;2022-04-05 15:55:00
446;193;2022-04-05 07:23:00;2022-04-05 15:55:00
447;163;2022-04-05 07:23:00;2022-04-05 15:55:00
448;133;2022-04-05 07:23:00;2022-04-05 15:55:00
449;17;2022-04-05 07:23:00;2022-04-05 15:55:00
450;302;2022-04-05 07:25:00;2022-04-05 15:11:00
451;265;2022-04-05 07:25:00;2022-04-05 15:11:00
452;192;2022-04-05 07:25:00;2022-04-05 15:11:00
453;162;2022-04-05 07:25:00;2022-04-05 15:11:00
454;132;2022-04-05 07:25:00;2022-04-05 15:11:00
455;95;2022-04-05 07:25:00;2022-04-05 15:11:00
456;400;2022-04-05 07:26:00;2022-04-05 15:34:00
457;300;2022-04-05 07:26:00;2022-04-05 15:34:00
458;263;2022-04-05 07:26:00;2022-04-05 15:34:00
459;190;2022-04-05 07:26:00;2022-04-05 15:34:00
460;160;2022-04-05 07:26:00;2022-04-05 15:34:00
461;130;2022-04-05 07:26:00;2022-04-05 15:34:00
462;37;2022-04-05 07:26:00;2022-04-05 15:34:00
463;301;2022-04-05 07:26:00;2022-04-05 15:45:00
464;264;2022-04-05 07:26:00;2022-04-05 15:45:00
